,DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location,year,age
1947,2081973-1-DCA,Business,12/31/2023,Active,02/06/2019,Tobacco Retail Dealer,M & A MINIMARKET CORP.,,1712,UNIVERSITY AVE,,BRONX,NY,10453,7186766204,Bronx,2.0,205.0,14.0,2008833.0,2028760102.0,BX36,21502.0,,-73.918019292009,40.84861944969805,"(40.84861944969805, -73.918019292009)",2019,5
1948,1350995-DCA,Business,12/31/2023,Active,04/20/2010,Tobacco Retail Dealer,"PLAZA EXPRESS DELI, INC.",,2702,QUEENS PLZ S,,LONG IS CITY,NY,11101,718-361-0847,Queens,4.0,402.0,26.0,4005053.0,4004220009.0,QN31,19.0,,-73.9396908331832,40.75013003380726,"(40.75013003380726, -73.9396908331832)",2010,14
1949,2104170-1-DCA,Business,12/31/2023,Active,03/01/2022,Tobacco Retail Dealer,AMG RETAIL I LLC,AMG#129,99,E 149TH STREET,,BRONX,NY,10451,914-699-9500,Bronx,2.0,101.0,1.0,1000812.0,1000220020.0,,,,-74.01290870587448,40.70627017391471,"(40.70627017391471, -74.01290870587448)",2022,2
1950,1318613-DCA,Business,12/31/2023,Active,05/15/2009,Tobacco Retail Dealer,"LAXMI NEWSSTAND, LLC",GATEWAY NEWSSTAND,237,PARK AVE,,NEW YORK,NY,10017,551-358-9407,Manhattan,1.0,105.0,4.0,1071452.0,1013000006.0,MN19,92.0,,-73.97586750295609,40.75458429473104,"(40.75458429473104, -73.97586750295609)",2009,15
1951,2042163-1-DCA,Business,12/31/2023,Active,08/09/2016,Tobacco Retail Dealer,ANLY & MADALY DELI-GROCERY INC.,,1365,FINDLAY AVE,,BRONX,NY,10456,718-293-7954,Bronx,2.0,204.0,16.0,2007199.0,2027830042.0,BX14,17702.0,,-73.9096712323451,40.83689605213483,"(40.83689605213483, -73.9096712323451)",2016,8
1952,2066421-1-DCA,Business,12/31/2023,Active,02/21/2018,Tobacco Retail Dealer,"FARUQUE, MOHAMMAD O",,N/E/C,8 AVENUE,WEST   54 STREET,NEW YORK,NY,10019,718-693-7766,Manhattan,1.0,104.0,3.0,,,,,,-73.984282232553,40.764790707940975,"(40.764790707940975, -73.984282232553)",2018,6
1953,1249216-DCA,Business,12/31/2024,Active,03/02/2007,Tobacco Retail Dealer,PAK GAS LLC,,895,BEDFORD AVE,,BROOKLYN,NY,11205,718-284-0566,Brooklyn,3.0,303.0,33.0,3048547.0,3017500001.0,BK75,241.0,,-73.95589386242082,40.69338125735442,"(40.693381257354424, -73.95589386242082)",2007,17
1954,2104377-1-DCA,Business,12/31/2023,Active,03/09/2022,Tobacco Retail Dealer,570 FOOD CORP,,570,VAN SICLEN AVE,,BROOKLYN,NY,11207,9176883132,Brooklyn,3.0,305.0,42.0,3090357.0,3040730052.0,,,,-73.88856724402461,40.66581938643326,"(40.66581938643326, -73.88856724402461)",2022,2
1955,2104289-1-DCA,Business,12/31/2023,Active,03/07/2022,Tobacco Retail Dealer,STATEN ISLAND BAGEL CAFE INC,,3579,VICTORY BLVD,,STATEN ISLAND,NY,10314,718-494-3232,Staten Island,5.0,502.0,50.0,5036680.0,5021620187.0,,,,-74.17678516771359,40.60085883699283,"(40.60085883699283, -74.17678516771359)",2022,2
1956,2040436-1-DCA,Business,12/31/2023,Active,07/15/2016,Tobacco Retail Dealer,Y&Z DELI CORP.,,11302,JAMAICA AVE,,RICHMOND HILL,NY,11418,3472334003,Queens,4.0,409.0,29.0,4194941.0,4093030001.0,QN54,124.0,,-73.8355040032107,40.69789434634899,"(40.69789434634899, -73.8355040032107)",2016,8
1957,2104237-1-DCA,Business,12/31/2023,Active,03/03/2022,Tobacco Retail Dealer,RAS1 INC,,281,COLUMBUS AVE,,NEW YORK,NY,10023,3475313741,Manhattan,1.0,107.0,6.0,1028649.0,1011260001.0,,,,-73.97818060634003,40.77823070128827,"(40.77823070128827, -73.97818060634003)",2022,2
1958,1065843-DCA,Business,12/31/2023,Active,10/27/2000,Tobacco Retail Dealer,"MACARENO, DONACIANO",ST. JAMES DELI & GROCERY,3402,34TH AVE,,Long Island City,NY,11106,718-482-7835,Queens,4.0,401.0,26.0,4008237.0,4006100031.0,,,,-73.92506812552332,40.75830079548139,"(40.75830079548139, -73.92506812552332)",2000,24
1959,1437855-DCA,Business,12/31/2023,Active,07/18/2012,Tobacco Retail Dealer,P & E GROCERY CORP.,,228,PROSPECT PARK W,,BROOKLYN,NY,11215,3478443830,Brooklyn,3.0,307.0,39.0,3027196.0,3011130042.0,BK40,169.0,,-73.98100909763238,40.65965212015705,"(40.65965212015705, -73.98100909763238)",2012,12
1960,2065679-1-DCA,Business,12/31/2023,Active,02/05/2018,Tobacco Retail Dealer,JW&P SERVICES INC,JW REAL POLISH DELICATESSEN,321,CHURCH AVE,,BROOKLYN,NY,11218,718-559-6686,Brooklyn,3.0,312.0,39.0,3124616.0,3053360036.0,BK41,496.0,,-73.97720121366304,40.6437509037269,"(40.643750903726904, -73.97720121366304)",2018,6
1961,1261322-DCA,Business,12/31/2024,Active,07/11/2007,Tobacco Retail Dealer,"168TH SUPERIOR MARKET, INC",,108,W 168TH ST,,BRONX,NY,10452,347-446-8726,Bronx,2.0,204.0,16.0,2003290.0,2025150025.0,BX26,199.0,,-73.92448291524131,40.83829552498763,"(40.83829552498763, -73.92448291524131)",2007,17
1962,2014228-1-DCA,Business,12/31/2023,Active,10/03/2014,Tobacco Retail Dealer,"A&M GOURMET MINI MARKET, CORP.",,316,MCGUINNESS BLVD,,BROOKLYN,NY,11222,718-383-3858,Brooklyn,3.0,301.0,33.0,3064361.0,3025340008.0,BK76,579.0,,-73.95210051075257,40.73317604434429,"(40.73317604434429, -73.95210051075257)",2014,10
1963,2104175-1-DCA,Business,12/31/2023,Active,03/01/2022,Tobacco Retail Dealer,"SRK 9318, INC",,9318,LIBERTY AVE,,OZONE PARK,NY,11417,9177550883,Queens,4.0,410.0,32.0,4457274.0,4091620008.0,,,,-73.84560666905959,40.68020454728316,"(40.68020454728316, -73.84560666905959)",2022,2
1964,1417959-DCA,Business,12/31/2023,Active,01/25/2012,Tobacco Retail Dealer,TR FOOD MARKET CORP,,9500,VAN WYCK EXPY,,S RICHMOND HL,NY,11419,7186579343,Queens,4.0,409.0,28.0,4200356.0,4094820015.0,QN54,152.0,,-73.81335524375837,40.6961011594294,"(40.696101159429396, -73.81335524375837)",2012,12
1965,2036637-1-DCA,Business,12/31/2023,Active,04/26/2016,Tobacco Retail Dealer,FAMILY DELI & GROCERY II,,1485,FLATBUSH AVE,,BROOKLYN,NY,11210,3472407310,Brooklyn,3.0,314.0,45.0,3121670.0,3052510001.0,BK42,786.0,,-73.949145072963,40.63426142584882,"(40.63426142584882, -73.949145072963)",2016,8
1966,1094893-DCA,Business,12/31/2023,Active,10/15/2001,Tobacco Retail Dealer,"ESPINAL, MERCEDES",L R M ESPINAL GROCERY,752,WOODWARD AVE,,RIDGEWOOD,NY,11385,718-418-3385,Queens,4.0,405.0,34.0,4082998.0,4034700020.0,QN20,549.0,,-73.90479785233507,40.70435685323497,"(40.70435685323497, -73.90479785233507)",2001,23
1967,2039132-1-DCA,Business,12/31/2023,Active,06/16/2016,Tobacco Retail Dealer,JOE'S GOURMET DELI INC,,920,COLUMBUS AVE,,NEW YORK,NY,10025,212-531-1001,Manhattan,1.0,107.0,7.0,1055935.0,1018600029.0,MN12,189.0,,-73.96329691335399,40.79866694219075,"(40.79866694219075, -73.96329691335399)",2016,8
1968,2080722-1-DCA,Business,12/31/2023,Active,12/17/2018,Tobacco Retail Dealer,R & M #1 DELI GROCERY CORP.,,2425,GRAND AVE,,BRONX,NY,10468,718-220-2604,Bronx,2.0,207.0,14.0,2014615.0,2032120072.0,BX30,253.0,,-73.90359908554981,40.86241415717855,"(40.86241415717855, -73.90359908554981)",2018,6
1969,1221171-DCA,Business,12/31/2023,Active,03/16/2006,Tobacco Retail Dealer,"M.B.B. SERVICES, INC.",,1881,E TREMONT AVE,,BRONX,NY,10462,718-824-8491,Bronx,2.0,211.0,13.0,2043235.0,2040410001.0,BX37,240.0,,-73.86426145317573,40.8411387900911,"(40.8411387900911, -73.86426145317573)",2006,18
1970,1367249-DCA,Business,12/31/2023,Active,08/18/2010,Tobacco Retail Dealer,LAJAN CORP.,,767,5TH AVE,,NEW YORK,NY,10153,212-758-6713,Manhattan,1.0,105.0,4.0,1036082.0,1012940001.0,MN17,11202.0,,-73.97318913426022,40.76402013271872,"(40.76402013271872, -73.97318913426022)",2010,14
1971,2066774-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,LOMA DELI GROCERY CORP,,3340,FORT INDEPENDENCE ST,,BRONX,NY,10463,347-702-4301,Bronx,2.0,208.0,11.0,2015810.0,2032580050.0,BX28,279.0,,-73.89956477871563,40.8789557426876,"(40.8789557426876, -73.89956477871563)",2018,6
1972,1354225-DCA,Business,12/31/2023,Active,05/18/2010,Tobacco Retail Dealer,STUTI INC,,1480,WILLIAMSBRIDGE RD,,BRONX,NY,10461,718-239-0841,Bronx,2.0,210.0,13.0,2044195.0,2040810001.0,BX37,200.0,,-73.84577943450562,40.84402769873903,"(40.84402769873903, -73.84577943450562)",2010,14
1973,2102718-2-DCA,Business,12/31/2024,Active,11/19/2021,Tobacco Retail Dealer,TONY'S MINI MARKET CORP,,740,SAINT ANNS AVE,,BRONX,NY,10455,7186205200,Bronx,2.0,201.0,17.0,2004327.0,2026170047.0,,,,-73.910076491242,40.82048022514192,"(40.82048022514192, -73.910076491242)",2021,3
1974,2004063-1051-DCA,Business,12/31/2023,Active,02/27/2014,Tobacco Retail Dealer,MYKONOS FOOD CORP,,216,E 175TH ST,,BRONX,NY,10457,718-583-9652,Bronx,2.0,205.0,15.0,2092044.0,2027970031.0,BX41,22901.0,,-73.90689283131948,40.84674734997013,"(40.84674734997013, -73.90689283131948)",2014,10
1975,2066382-1-DCA,Business,12/31/2023,Active,02/21/2018,Tobacco Retail Dealer,JIB DELI & GROCERY CORP.,LA FAVORITA DELI GROCERY,3722,103RD ST,,CORONA,NY,11368,646-750-2210,Queens,4.0,403.0,21.0,4044226.0,4017680021.0,QN26,405.0,,-73.86423565742197,40.75283526500116,"(40.75283526500116, -73.86423565742197)",2018,6
1976,1243369-DCA,Business,12/31/2023,Active,11/09/2006,Tobacco Retail Dealer,24 HOURS EXPRESS DELI GROCERY CORP.,LEMON SMOKE,720,GRAND ST,,BROOKLYN,NY,11211,7185990661,Brooklyn,3.0,301.0,34.0,3069595.0,3027880022.0,BK90,495.0,,-73.94425257928,40.7116014533043,"(40.7116014533043, -73.94425257928)",2006,18
1977,1465812-DCA,Business,12/31/2024,Active,05/23/2013,Tobacco Retail Dealer,"OH, SUN LYE",,S/E/C,YORK AVENUE,EAST   70 STREET,NEW YORK,NY,10021,3473067955,Manhattan,1.0,108.0,5.0,,,,,,-73.95470170187454,40.765545913197165,"(40.765545913197165, -73.95470170187454)",2013,11
1978,2066430-1-DCA,Business,12/31/2023,Active,02/21/2018,Tobacco Retail Dealer,YOUR VAPE & SMOKE SHOP INC,,1172,VICTORY BLVD,,STATEN ISLAND,NY,10301,917-397-8600,Staten Island,5.0,501.0,49.0,5015428.0,5006040010.0,SI08,47.0,,-74.10292214427838,40.61667366297221,"(40.616673662972204, -74.10292214427838)",2018,6
1979,1346843-DCA,Business,12/31/2023,Active,03/09/2010,Tobacco Retail Dealer,AGUA AZUL DELI GROCERY CORP.,,35,SHERMAN AVE,,NEW YORK,NY,10040,212-544-0756,Manhattan,1.0,112.0,10.0,1064157.0,1021740020.0,MN35,285.0,,-73.92805228617932,40.86280802033074,"(40.86280802033074, -73.92805228617932)",2010,14
1980,1070159-DCA,Business,12/31/2023,Active,12/27/2000,Tobacco Retail Dealer,23-34 94TH ST. GROCERY CORP.,,2334,94TH ST,,EAST ELMHURST,NY,11369,718-446-0850,Queens,4.0,403.0,21.0,4023638.0,4010870021.0,QN28,347.0,,-73.87605844249342,40.76713225332114,"(40.76713225332114, -73.87605844249342)",2000,24
1981,2007717-1645-DCA,Business,12/31/2023,Active,05/08/2014,Tobacco Retail Dealer,251 SUNSHINE DELI GROCERY CORP,,251,W 231ST ST,,BRONX,NY,10463,718-796-6651,Bronx,2.0,208.0,11.0,2100465.0,2057080104.0,BX29,289.0,,-73.90672706487744,40.879903182494935,"(40.879903182494935, -73.90672706487744)",2014,10
1982,1452555-DCA,Business,12/31/2023,Active,12/20/2012,Tobacco Retail Dealer,FOREST HILLS DELI BAGELS INC.,,11210,QUEENS BLVD,,FOREST HILLS,NY,11375,7182635858,Queens,4.0,406.0,29.0,4079775.0,4033397501.0,QN17,76901.0,,-73.83632383053464,40.71797623993192,"(40.717976239931915, -73.83632383053464)",2012,12
1983,1449043-DCA,Business,12/31/2023,Active,10/26/2012,Tobacco Retail Dealer,E & A MINI GROCERY CORP.,,1810,WHITE PLAINS RD,,BRONX,NY,10462,718-684-5015,Bronx,2.0,211.0,15.0,2043479.0,2040500011.0,BX37,232.0,,-73.86629058682452,40.84572757130236,"(40.845727571302355, -73.86629058682452)",2012,12
1984,2040318-1-DCA,Business,12/31/2023,Active,07/14/2016,Tobacco Retail Dealer,TRIANGLE DELI CORP,,1334,BROADWAY,,BROOKLYN,NY,11221,347-529-1166,Brooklyn,3.0,303.0,41.0,3043311.0,3016040030.0,BK35,375.0,,-73.92915451166742,40.69352984466222,"(40.69352984466222, -73.92915451166742)",2016,8
1985,2095849-1-DCA,Business,12/31/2023,Active,06/22/2020,Tobacco Retail Dealer,JJ TOMPKINS FOOD CORP,,920,MYRTLE AVE,,BROOKLYN,NY,11206,7184527922,Brooklyn,3.0,303.0,36.0,3048667.0,3017560023.0,,,,-73.9453440414906,40.69581408528602,"(40.695814085286024, -73.9453440414906)",2020,4
1986,1233324-DCA,Business,12/31/2024,Active,07/17/2006,Tobacco Retail Dealer,"MAYOR, JOSE F.",LICEY DELI GROCERY,1493,ZEREGA AVE,,BRONX,NY,10462,718-518-1639,Bronx,2.0,210.0,18.0,2041682.0,2039720038.0,BX59,202.0,,-73.84827288012728,40.83786363645703,"(40.83786363645703, -73.84827288012728)",2006,18
1987,2066816-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,LATIN DELI GROCERY LLC,,1700,ZEREGA AVE,,BRONX,NY,10462,347-691-3404,Bronx,2.0,210.0,18.0,2042148.0,2039950001.0,BX59,204.0,,-73.85116311697489,40.83988476665598,"(40.83988476665598, -73.85116311697489)",2018,6
1988,1366967-DCA,Business,12/31/2023,Active,08/17/2010,Tobacco Retail Dealer,SORIBEL FRUIT & GROCERY INC,,9742,CRESSKILL PL,,JAMAICA,NY,11435,718-523-7937,Queens,4.0,412.0,28.0,4214228.0,4100110022.0,QN61,206.0,,-73.80982942083642,40.69571935344087,"(40.69571935344087, -73.80982942083642)",2010,14
1989,1216027-DCA,Business,12/31/2023,Active,12/14/2005,Tobacco Retail Dealer,MJB SERVICE STATION INC.,,321,MCGUINNESS BLVD,,BROOKLYN,NY,11222,718-389-4483,Brooklyn,3.0,301.0,33.0,3064194.0,3025230031.0,BK76,575.0,,-73.95215809293443,40.733384669627895,"(40.733384669627895, -73.95215809293443)",2005,19
1990,2066098-1-DCA,Business,12/31/2023,Active,02/14/2018,Tobacco Retail Dealer,"KARMAKER, PARIMAL",,S/W/C,WEST BROADWAY,LEONARD STREET,NEW YORK,NY,10013,347-944-3468,Manhattan,1.0,101.0,1.0,,,,,,-74.00705254620432,40.7182680361616,"(40.7182680361616, -74.00705254620432)",2018,6
1991,1158364-DCA,Business,12/31/2024,Active,01/07/2004,Tobacco Retail Dealer,"BURGOS, JUAN R",129 POST GROCERY STORE,129,POST AVE,,NEW YORK,NY,10034,212-567-6446,Manhattan,1.0,112.0,10.0,1064740.0,1022190017.0,MN01,293.0,,-73.91984702725267,40.86461960260081,"(40.86461960260081, -73.91984702725267)",2004,20
1992,1269315-DCA,Business,12/31/2023,Active,10/02/2007,Tobacco Retail Dealer,BROOKLYN MINIMART INC.,,1011,FOSTER AVE,,BROOKLYN,NY,11230,718-859-6938,Brooklyn,3.0,314.0,40.0,3128209.0,3054290030.0,BK42,482.0,,-73.9671822482148,40.63210784033442,"(40.63210784033442, -73.9671822482148)",2007,17
1993,2003146-805-DCA,Business,12/31/2023,Active,02/03/2014,Tobacco Retail Dealer,BAGELS ON THE ISLAND CORP,,1180,FOREST AVE,,STATEN ISLAND,NY,10310,718-720-5827,Staten Island,5.0,501.0,49.0,5009720.0,5003540076.0,SI07,151.0,,-74.12942636021843,40.62650068885066,"(40.62650068885066, -74.12942636021843)",2014,10
1994,2097574-1-DCA,Business,12/31/2023,Active,01/25/2021,Tobacco Retail Dealer,8001 JAMAICA CORP,,8001,JAMAICA AVE,,WOODHAVEN,NY,11421,7182965613,Queens,4.0,409.0,30.0,4181315.0,4088470159.0,,,,-73.86240121360261,40.69211896475215,"(40.69211896475215, -73.86240121360261)",2021,3
1995,2065372-1-DCA,Business,12/31/2023,Active,01/25/2018,Tobacco Retail Dealer,ONE STOP FINEST INC.,,2534,8TH AVE,,NEW YORK,NY,10030,646-596-7402,Manhattan,1.0,110.0,9.0,1084056.0,1019400061.0,MN03,228.0,,-73.94661063429322,40.816396828757945,"(40.816396828757945, -73.94661063429322)",2018,6
1996,2097195-1-DCA,Business,12/31/2023,Active,12/14/2020,Tobacco Retail Dealer,AAMAR DELI & GROCERY INC,,383,AVENUE X,,BROOKLYN,NY,11223,7189981866,Brooklyn,3.0,315.0,47.0,3194634.0,3071770038.0,,,,-73.96874722579824,40.59071677728212,"(40.59071677728212, -73.96874722579824)",2020,4
1997,1278178-DCA,Business,12/31/2024,Active,02/26/2008,Tobacco Retail Dealer,H & H FOOD & GROCERY CORP,,1881,FOREST AVE,,STATEN ISLAND,NY,10303,718-815-6285,Staten Island,5.0,501.0,49.0,5107138.0,5011830005.0,SI12,239.0,,-74.15170898100516,40.62546610546696,"(40.62546610546696, -74.15170898100516)",2008,16
1998,1431549-DCA,Business,12/31/2023,Active,05/25/2012,Tobacco Retail Dealer,"SAMSEA, INC.",,3215,3RD AVE,,BRONX,NY,10451,718-292-6030,Bronx,2.0,203.0,17.0,2116624.0,2023677502.0,BX35,141.0,,-73.90903177717594,40.82353427752626,"(40.823534277526264, -73.90903177717594)",2012,12
1999,1328709-DCA,Business,12/31/2023,Active,08/10/2009,Tobacco Retail Dealer,48 WEST 21ST STREET CORP.,TAJ LOUNGE,48,W 21ST ST,,NEW YORK,NY,10010,212-620-3033,Manhattan,1.0,105.0,3.0,1015510.0,1008220067.0,MN13,54.0,,-73.99208258522924,40.74091495786753,"(40.74091495786753, -73.99208258522924)",2009,15
2000,2066867-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,2 KINGS DELI GROCERY CORP,,2721,24TH AVE,,ASTORIA,NY,11102,718-864-8705,Queens,4.0,401.0,22.0,,,QN72,97.0,,-73.9175517524441,40.77382266926791,"(40.77382266926791, -73.9175517524441)",2018,6
2001,1256043-DCA,Business,12/31/2023,Active,05/18/2007,Tobacco Retail Dealer,DELI MINI MARKET CORP.,,1472,INWOOD AVE,,BRONX,NY,10452,7185380626,Bronx,2.0,204.0,16.0,2008313.0,2028580001.0,BX26,219.0,,-73.91778156957956,40.842095110689215,"(40.842095110689215, -73.91778156957956)",2007,17
2002,1148577-DCA,Business,12/31/2023,Active,08/25/2003,Tobacco Retail Dealer,168 FRUIT & VEGETABLE CORP.,,168,7TH AVE,,NEW YORK,NY,10011,212-366-6020,Manhattan,1.0,104.0,3.0,1068149.0,1007697503.0,MN13,87.0,,-73.99708053474016,40.742144841452685,"(40.742144841452685, -73.99708053474016)",2003,21
2003,2045297-1-DCA,Business,12/31/2023,Active,11/04/2016,Tobacco Retail Dealer,183RD FOOD CENTER CORP.,,9A,W 183RD ST,,BRONX,NY,10453,7182204839,Bronx,2.0,207.0,14.0,2014236.0,2031970035.0,BX40,239.0,,-73.90434580731407,40.85852553773029,"(40.858525537730294, -73.90434580731407)",2016,8
2004,2095853-1-DCA,Business,12/31/2023,Active,06/22/2020,Tobacco Retail Dealer,PARWAN DELI CORP,2020 HOT GRILL DELI,22002,HORACE HARDING EXPY,,OAKLAND GARDENS,NY,11364,718-423-5498,Queens,4.0,411.0,23.0,4162211.0,4076100001.0,,,,-73.75773229383387,40.74873275297877,"(40.74873275297877, -73.75773229383387)",2020,4
2005,1250361-DCA,Business,12/31/2023,Active,03/21/2007,Tobacco Retail Dealer,"TRES K DELI, GROCERY, FRUIT AND MEAT INC.",,125,W TREMONT AVE,,BRONX,NY,10453,718-466-5534,Bronx,2.0,205.0,14.0,2008601.0,2028690058.0,BX36,243.0,,-73.91361858586654,40.85004074060992,"(40.85004074060992, -73.91361858586654)",2007,17
2006,1372803-DCA,Business,12/31/2023,Active,09/30/2010,Tobacco Retail Dealer,MARIANITA'S GROCERY CORP.,,10002,37TH AVE,,CORONA,NY,11368,718-205-7925,Queens,4.0,403.0,21.0,4044062.0,4017660001.0,QN26,407.0,,-73.86709841936681,40.75254766005701,"(40.75254766005701, -73.86709841936681)",2010,14
2007,1082701-DCA,Business,12/31/2023,Active,06/01/2001,Tobacco Retail Dealer,LONG ISLAND CITY DELI AND GROCERY CORP.,,2901,39TH AVE,,LONG IS CITY,NY,11101,718-392-2944,Queens,4.0,401.0,26.0,4004629.0,4003840001.0,QN68,31.0,,-73.9343459770957,40.75346746930535,"(40.75346746930535, -73.9343459770957)",2001,23
2008,2076875-1-DCA,Business,12/31/2023,Active,08/09/2018,Tobacco Retail Dealer,THE TWIN SLICE OF PIZZA CORP,ANGELO'S GOUMET PIZZA,5764,MASPETH AVE,,MASPETH,NY,11378,718-775-6404,Queens,4.0,405.0,30.0,4059768.0,4026700038.0,QN30,531.0,,-73.91241207386054,40.72319197156244,"(40.72319197156244, -73.91241207386054)",2018,6
2009,2042019-1-DCA,Business,12/31/2023,Active,08/04/2016,Tobacco Retail Dealer,DELICIOUS DELUXE DELI & GRILL CORP.,,11865,FARMERS BLVD,,SAINT ALBANS,NY,11412,718-949-1919,Queens,4.0,412.0,27.0,4271434.0,4126030044.0,QN08,394.0,,-73.76199982878587,40.68868883599693,"(40.68868883599693, -73.76199982878587)",2016,8
2010,1444579-DCA,Business,12/31/2023,Active,09/12/2012,Tobacco Retail Dealer,"ISMAIL, ADNAM K",HEIGHTS CONVENIENCE STORE,4243,BROADWAY,,NEW YORK,NY,10033,9293839146,Manhattan,1.0,112.0,10.0,1064282.0,1021760138.0,MN36,265.0,,-73.9362607029006,40.8496904272797,"(40.8496904272797, -73.9362607029006)",2012,12
2011,1056401-DCA,Business,12/31/2023,Active,04/03/2008,Tobacco Retail Dealer,"AWADH, HUSSAIN  & REYSHANI, MOHAMED",MILLENNIUM DELI & GROCERY,3038,NEPTUNE AVE,,BROOKLYN,NY,11224,718-449-5711,Brooklyn,3.0,313.0,47.0,3188797.0,3070090001.0,BK21,328.0,,-73.99741171370141,40.57758163331496,"(40.57758163331496, -73.99741171370141)",2008,16
2012,2037863-1-DCA,Business,12/31/2023,Active,05/19/2016,Tobacco Retail Dealer,SOTO GROCERY & DELI #2 INC,,3308,BAILEY AVE,,BRONX,NY,10463,718-543-1200,Bronx,2.0,208.0,14.0,2015949.0,2032610098.0,BX28,277.0,,-73.9010571445122,40.87970084316435,"(40.87970084316435, -73.9010571445122)",2016,8
2013,2047402-1-DCA,Business,12/31/2023,Active,01/17/2017,Tobacco Retail Dealer,NY DELI AND MINI MARKET CORP,,684,HEGEMAN AVE,,BROOKLYN,NY,11207,347-257-8424,Brooklyn,3.0,305.0,42.0,3097445.0,3043290001.0,BK82,1104.0,,-73.88667760318285,40.66206268038143,"(40.662062680381425, -73.88667760318285)",2017,7
2014,2097306-1-DCA,Business,12/31/2023,Active,12/24/2020,Tobacco Retail Dealer,KARINA M.M DELI CORP,,14004,FOCH BLVD,,JAMAICA,NY,11436,7183224230,Queens,4.0,412.0,28.0,4260560.0,4120120187.0,,,,-73.80126988738876,40.678226145964295,"(40.678226145964295, -73.80126988738876)",2020,4
2015,1049439-DCA,Business,12/31/2023,Active,12/22/2000,Tobacco Retail Dealer,SING'S DELI INC.,,100,E 96TH ST,,NEW YORK,NY,10128,212-348-3597,Manhattan,1.0,108.0,4.0,1073155.0,1015247501.0,MN40,15801.0,,-73.95222110868133,40.78640217192444,"(40.786402171924436, -73.95222110868133)",2000,24
2016,2033150-1-DCA,Business,12/31/2023,Active,02/10/2016,Tobacco Retail Dealer,ASIA DELI & GROCERY INC.,,21701,JAMAICA AVE,,QUEENS VILLAGE,NY,11428,646-752-6926,Queens,4.0,413.0,23.0,4226395.0,4106100040.0,QN34,566.0,,-73.73783091741993,40.71774742216675,"(40.71774742216675, -73.73783091741993)",2016,8
2017,1378213-DCA,Business,12/31/2023,Active,12/03/2010,Tobacco Retail Dealer,1705 DELI GROCERY INC.,,1705,LEXINGTON AVE,,NEW YORK,NY,10029,212-722-8915,Manhattan,1.0,111.0,8.0,1052050.0,1016340049.0,MN33,172.0,,-73.94588562200971,40.79276440467117,"(40.79276440467117, -73.94588562200971)",2010,14
2018,2074830-1-DCA,Business,12/31/2023,Active,06/29/2018,Tobacco Retail Dealer,RIDGEWOOD GAS INC,,1884,FLUSHING AVE,,RIDGEWOOD,NY,11385,718-381-4690,Queens,4.0,405.0,34.0,4437689.0,4033940033.0,QN20,539.0,,-73.91888322659176,40.71222041269101,"(40.71222041269101, -73.91888322659176)",2018,6
2019,1041211-DCA,Business,12/31/2023,Active,09/14/2000,Tobacco Retail Dealer,"RAMIREZ, SONEL",SONNY'S GROCERY & DELI,767,10TH AVE,,NEW YORK,NY,10019,212-541-7747,Manhattan,1.0,104.0,3.0,1088274.0,1010800028.0,MN15,135.0,,-73.99099301370252,40.76579051395917,"(40.76579051395917, -73.99099301370252)",2000,24
2020,2066639-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,ISLAND DEAL DISCOUNT CORP,,40,HOLLAND AVE,,STATEN ISLAND,NY,10303,347-825-9475,Staten Island,5.0,501.0,49.0,5028642.0,5013180112.0,SI12,323.0,,-74.1712655650286,40.63911045209957,"(40.63911045209957, -74.1712655650286)",2018,6
2021,1367287-DCA,Business,12/31/2023,Active,09/08/2010,Tobacco Retail Dealer,AOA NEWSSTAND LLC,,1285,AVENUE OF THE AMERICAS,,NEW YORK,NY,10019,5166635990,Manhattan,1.0,105.0,4.0,1023158.0,1010040029.0,MN17,131.0,,-73.97981793517853,40.76075249595287,"(40.76075249595287, -73.97981793517853)",2010,14
